Declaration,Date reception,Frais engages,Adherent CIN,Adherent ville,Police,Code maladie
7550525.0,2023-01-31,8636.0,BE43YA,Casablanca,065487956,003
7548752.0,2023-08-01,7731.0,BE41VT,Casablanca,065487956,008
7563714.0,2023-03-07,3408.0,BE22SA,Casablanca,2000GPT4118,008
7553809.0,2023-06-11,2865.0,BE99ZL,Agadir,2000GPT2564,008
7563560.0,2023-08-21,4224.0,BE32FI,Khouribga,2000GPT4118,012
7551476.0,2023-01-04,7398.0,BE88JE,Casablanca,065487956,011
7572287.0,2023-07-01,3355.0,BE40VE,Casablanca,2000GPT4118,012
7568477.0,2023-10-22,10004.0,BE95DQ,Casablanca,065487956,008
7578275.0,2023-05-13,3097.0,BE42PB,Tanger,2000GPT2564,015
7573014.0,2023-11-13,7135.0,BE96RM,Fes,065487956,008
7562543.0,2023-02-16,7601.0,BE29NR,Fes,065487956,009
7572224.0,2023-12-04,7836.0,BE41UE,Casablanca,065487956,007
7575200.0,2023-04-26,1490.0,BE12CR,Rabat,2000GPT4587,002
7570683.0,2023-08-06,9963.0,BE42DV,Casablanca,065487956,002
7560532.0,2023-11-04,9912.0,BE93MK,Casablanca,065487956,012
7562845.0,2023-11-13,3121.0,BE90TT,Casablanca,2000GPT4118,005
7557059.0,2023-01-01,9172.0,BE62YE,Casablanca,065487956,001
7568424.0,2023-12-16,2631.0,BE97ER,Fes,2000GPT2564,004
7566657.0,2023-05-26,2641.0,BE73FG,Casablanca,2000GPT2564,012
7552211.0,2023-01-09,8576.0,BE44OF,Casablanca,065487956,008
7574103.0,2023-09-10,3235.0,BE83OW,Casablanca,2000GPT4118,011
7567446.0,2023-05-06,8699.0,BE07XT,Casablanca,065487956,008
7575512.0,2023-04-06,6304.0,BE53VD,Fes,2000GPT9898,008
7567275.0,2023-11-30,1477.0,BE22JH,Marrakech,2000GPT4587,012
7571721.0,2023-06-15,7652.0,BE32JX,Casablanca,065487956,015
7570361.0,2023-09-29,4723.0,BE30WO,Casablanca,2000GPT4118,004
7572322.0,2023-09-08,1511.0,BE26TJ,Fes,2000GPT4587,013
7556088.0,2023-02-02,7799.0,BE26YC,Casablanca,065487956,007
7553396.0,2023-06-13,5021.0,BE71WK,Marrakech,2000GPT4118,004
7561745.0,2023-12-30,8733.0,BE05CB,Casablanca,065487956,002
7578105.0,2023-06-09,7003.0,BE76WJ,Agadir,2000GPT9898,011
7574975.0,2023-05-06,8103.0,BE83TV,Rabat,065487956,012
7562417.0,2023-09-20,7199.0,BE90XG,Casablanca,065487956,012
7573010.0,2023-12-11,6016.0,BE15KT,Casablanca,2000GPT9898,013
7568664.0,2023-10-28,790.0,BE65CF,Casablanca,2000GPT4587,008
7551170.0,2023-01-24,5818.0,BE58EB,Casablanca,2000GPT9898,006
7560723.0,2023-09-27,4982.0,BE66WC,Casablanca,2000GPT4118,008
7557158.0,2023-03-20,8176.0,BE61QN,Casablanca,065487956,003
7570297.0,2023-08-24,5030.0,BE18YD,Rabat,2000GPT4118,004
7571144.0,2023-05-05,6584.0,BE37RS,Casablanca,2000GPT9898,004
7573659.0,2023-08-06,4663.0,BE15MY,Casablanca,2000GPT4118,013
7571187.0,2023-11-20,8214.0,BE02JB,Casablanca,065487956,012
7576348.0,2023-12-14,3720.0,BE89UG,Fes,2000GPT4118,011
7559537.0,2023-12-18,1256.0,BE76HK,Fes,2000GPT4587,013
7551627.0,2023-10-04,611.0,BE18WI,Casablanca,2000GPT4587,001
7576715.0,2023-12-02,544.0,BE21YA,Marrakech,2000GPT4587,002
7564928.0,2023-12-02,2450.0,BE12IT,Casablanca,2000GPT2564,003
7566495.0,2023-10-22,7549.0,BE19ZY,Rabat,065487956,002
7562225.0,2023-06-28,5197.0,BE11AX,Casablanca,2000GPT9898,012
7549086.0,2023-06-16,7988.0,BE30KP,Casablanca,065487956,003
7553874.0,2023-10-15,3310.0,BE98YI,Marrakech,2000GPT4118,008
7557837.0,2023-11-29,8207.0,BE47FN,Marrakech,065487956,004
7578283.0,2023-01-08,3580.0,BE37ZA,Casablanca,2000GPT4118,014
7568513.0,2023-11-07,9597.0,BE03JE,Casablanca,065487956,004
7551676.0,2023-02-14,865.0,BE23OW,Casablanca,2000GPT4587,003
7559150.0,2023-12-19,8364.0,BE65DH,Marrakech,065487956,003
7570758.0,2023-02-03,8497.0,BE43KD,Casablanca,065487956,004
7553721.0,2023-03-13,3874.0,BE16LD,Marrakech,2000GPT4118,008
7557143.0,2023-11-11,8714.0,BE73KC,Fes,065487956,005
7551104.0,2023-10-17,9111.0,BE26KT,Marrakech,065487956,006
7560089.0,2023-03-19,1383.0,BE22CC,Marrakech,2000GPT4587,003
7552193.0,2023-10-10,7394.0,BE69NG,Casablanca,065487956,008
7549792.0,2023-04-17,7859.0,BE07FF,Casablanca,065487956,011
7554586.0,2023-10-11,3379.0,BE58VF,Casablanca,2000GPT4118,004
7573122.0,2023-10-24,3216.0,BE55YB,Casablanca,2000GPT4118,003
7568925.0,2023-06-07,1392.0,BE14LQ,Marrakech,2000GPT4587,012
7571827.0,2023-03-23,4013.0,BE77TE,Casablanca,2000GPT4118,008
7564185.0,2023-07-03,3597.0,BE42ZQ,Casablanca,2000GPT4118,006
7550723.0,2023-11-18,3420.0,BE00WM,Casablanca,2000GPT4118,014
7572185.0,2023-05-10,9581.0,BE43YS,Casablanca,065487956,006
7558285.0,2023-10-29,2946.0,BE62UW,Casablanca,2000GPT2564,008
7564309.0,2023-05-01,8719.0,BE04IQ,Rabat,065487956,013
7565189.0,2023-12-10,8665.0,BE31VP,Casablanca,065487956,001
7553586.0,2023-12-30,5439.0,BE45BW,Casablanca,2000GPT9898,001
7561194.0,2023-11-27,3576.0,BE73BQ,Casablanca,2000GPT4118,012
7578691.0,2023-04-23,8580.0,BE87ID,Casablanca,065487956,007
7562282.0,2023-11-17,1542.0,BE21LR,Agadir,2000GPT4587,012
7562582.0,2023-04-06,2494.0,BE23TS,Tanger,2000GPT2564,001
7568340.0,2023-06-04,7502.0,BE36UT,Agadir,065487956,010
7563768.0,2023-04-27,1380.0,BE64CE,Khouribga,2000GPT4587,004
7571589.0,2023-10-18,3748.0,BE09PE,Casablanca,2000GPT4118,014
7549434.0,2023-02-15,4245.0,BE90CC,Casablanca,2000GPT4118,011
7552107.0,2023-09-10,3741.0,BE01LL,Casablanca,2000GPT4118,003
7554177.0,2023-07-07,799.0,BE80CQ,Casablanca,2000GPT4587,011
7560600.0,2023-03-10,1602.0,BE40CC,Marrakech,2000GPT2564,006
7560158.0,2023-07-12,9349.0,BE93XP,Marrakech,065487956,012
7570399.0,2023-10-08,2591.0,BE82QN,Casablanca,2000GPT2564,003
7562216.0,2023-07-03,8261.0,BE72JL,Agadir,065487956,005
7557063.0,2023-08-07,1476.0,BE10OB,Casablanca,2000GPT4587,010
7554735.0,2023-01-08,7781.0,BE23WD,Casablanca,065487956,006
7575736.0,2023-02-23,7933.0,BE92BC,Casablanca,065487956,009
7574556.0,2023-02-24,9758.0,BE29VX,Casablanca,065487956,010
7563568.0,2023-07-28,757.0,BE81PD,Marrakech,2000GPT4587,003
7550857.0,2023-10-21,7868.0,BE46VD,Agadir,065487956,004
7549796.0,2023-04-14,8852.0,BE91RT,Rabat,065487956,008
7564260.0,2023-01-07,9952.0,BE95CY,Tanger,065487956,012
7563311.0,2023-12-05,4300.0,BE26GM,Casablanca,2000GPT4118,012
7560857.0,2023-05-17,7962.0,BE40CJ,Marrakech,065487956,003
7558196.0,2023-09-17,1340.0,BE77VC,Casablanca,2000GPT4587,008
7548934.0,2023-02-08,4967.0,BE26IZ,Marrakech,2000GPT4118,012
7556686.0,2023-11-21,3708.0,BE62RI,Casablanca,2000GPT4118,006
7559328.0,2023-04-15,9293.0,BE48NJ,Agadir,065487956,013
7569376.0,2023-01-30,1443.0,BE95JD,Casablanca,2000GPT4587,003
7577945.0,2023-01-11,7176.0,BE66CY,Rabat,065487956,007
7557623.0,2023-06-02,610.0,BE92TX,Marrakech,2000GPT4587,007
7577956.0,2023-02-06,7554.0,BE86ME,Rabat,065487956,012
7562477.0,2023-02-10,589.0,BE96QV,Casablanca,2000GPT4587,006
7565123.0,2023-01-02,1117.0,BE69LJ,Rabat,2000GPT4587,012
7560925.0,2023-05-25,2805.0,BE18IF,Rabat,2000GPT2564,012
7574050.0,2023-04-01,4530.0,BE54KD,Casablanca,2000GPT4118,010
7571392.0,2023-10-26,1687.0,BE71HN,Casablanca,2000GPT2564,002
7570463.0,2023-01-11,1070.0,BE21NT,Casablanca,2000GPT4587,003
7559208.0,2023-07-04,7543.0,BE24KN,Marrakech,065487956,008
7562496.0,2023-11-01,1507.0,BE48VU,Casablanca,2000GPT4587,014
7561458.0,2023-03-14,6441.0,BE79OD,Rabat,2000GPT9898,013
7554855.0,2023-11-13,3283.0,BE35WW,Fes,2000GPT4118,008
7555782.0,2023-05-05,4437.0,BE04XU,Casablanca,2000GPT4118,008
7564618.0,2023-12-20,1490.0,BE96IA,Casablanca,2000GPT4587,009
7573034.0,2023-04-19,8206.0,BE13MP,Casablanca,065487956,008
7566959.0,2023-12-23,3838.0,BE84EB,Casablanca,2000GPT4118,012
7555028.0,2023-09-05,3751.0,BE71FQ,Casablanca,2000GPT4118,013
7577284.0,2023-01-31,4875.0,BE39KO,Rabat,2000GPT4118,002
7551331.0,2023-01-15,6615.0,BE56QK,Casablanca,2000GPT9898,004
7567154.0,2023-06-27,1267.0,BE42AB,Casablanca,2000GPT4587,008
7560907.0,2023-10-02,1563.0,BE65YE,Agadir,2000GPT4587,012
7576373.0,2023-08-10,8813.0,BE78UG,Agadir,065487956,008
7569595.0,2023-08-17,3454.0,BE59OR,Casablanca,2000GPT4118,006
7549877.0,2023-12-21,3070.0,BE47OC,Rabat,2000GPT4118,003
7552566.0,2023-06-22,756.0,BE87YV,Casablanca,2000GPT4587,014
7572239.0,2023-01-05,3422.0,BE96OM,Rabat,2000GPT4118,011
7573198.0,2023-10-07,5298.0,BE61KC,Casablanca,2000GPT9898,013
7567359.0,2023-06-24,1727.0,BE22HG,Casablanca,2000GPT2564,012
7569206.0,2023-03-14,7136.0,BE36CW,Tanger,065487956,001
7560550.0,2023-12-25,2401.0,BE61JE,Rabat,2000GPT2564,003
7571115.0,2023-10-24,9864.0,BE20GW,Rabat,065487956,012
7549859.0,2023-06-27,8861.0,BE60VR,Marrakech,065487956,004
7550436.0,2023-11-09,9828.0,BE06EQ,Casablanca,065487956,008
7551425.0,2023-07-18,4816.0,BE72OE,Fes,2000GPT4118,004
7558562.0,2023-08-28,7754.0,BE94OV,Casablanca,065487956,006
7554430.0,2023-02-23,3713.0,BE69UY,Rabat,2000GPT4118,009
7577986.0,2023-05-05,1229.0,BE10MJ,Tanger,2000GPT4587,012
7552248.0,2023-01-29,4893.0,BE74ZV,Tanger,2000GPT4118,012
7552872.0,2023-12-28,8831.0,BE72SU,Rabat,065487956,001
7562871.0,2023-12-03,7671.0,BE03LD,Rabat,065487956,002
7566274.0,2023-11-28,1194.0,BE05RR,Rabat,2000GPT4587,012
7570546.0,2023-11-08,4907.0,BE64UJ,Casablanca,2000GPT4118,009
7572814.0,2023-12-24,3571.0,BE69XU,Agadir,2000GPT4118,015
7576789.0,2023-02-19,1510.0,BE26NF,Fes,2000GPT4587,004
7577473.0,2023-12-04,6566.0,BE98AG,Rabat,2000GPT9898,010
7558164.0,2023-01-31,4845.0,BE37BC,Casablanca,2000GPT4118,012
7554932.0,2023-11-11,3360.0,BE30SR,Marrakech,2000GPT4118,006
7554936.0,2023-10-05,7562.0,BE35FX,Casablanca,065487956,014
7575361.0,2023-05-08,4023.0,BE97FR,Casablanca,2000GPT4118,002
7549377.0,2023-04-27,8384.0,BE97YS,Casablanca,065487956,001
7560113.0,2023-02-21,9375.0,BE39NA,Casablanca,065487956,001
7557422.0,2023-12-11,2901.0,BE47MJ,Rabat,2000GPT2564,014
7563658.0,2023-09-22,5763.0,BE52EV,Agadir,2000GPT9898,014
7557849.0,2023-02-20,4786.0,BE95YK,Marrakech,2000GPT4118,006
7549812.0,2023-08-15,9624.0,BE17RG,Marrakech,065487956,011
7559023.0,2023-07-26,7202.0,BE29VU,Casablanca,065487956,012
7560937.0,2023-04-10,9060.0,BE54RA,Casablanca,065487956,008
7561937.0,2023-08-06,6409.0,BE27YJ,Marrakech,2000GPT9898,008
7557857.0,2023-01-18,9547.0,BE51AK,Casablanca,065487956,014
7571181.0,2023-06-14,3208.0,BE07JR,Casablanca,2000GPT4118,012
7569552.0,2023-12-02,4492.0,BE69QW,Casablanca,2000GPT4118,008
7557215.0,2023-11-04,3715.0,BE79NP,Fes,2000GPT4118,001
7554999.0,2023-10-08,7973.0,BE47LM,Casablanca,065487956,003
7556758.0,2023-07-16,9995.0,BE28KK,Rabat,065487956,004
7553023.0,2023-07-14,1931.0,BE25NR,Casablanca,2000GPT2564,003
7568380.0,2023-09-25,8233.0,BE73JN,Casablanca,065487956,008
7564176.0,2023-10-23,8398.0,BE85RT,Rabat,065487956,013
7548974.0,2023-02-09,4766.0,BE55BX,Casablanca,2000GPT4118,007
7559314.0,2023-12-13,8502.0,BE86NK,Casablanca,065487956,013
7556671.0,2023-05-29,6418.0,BE63UN,Fes,2000GPT9898,011
7553850.0,2023-09-07,770.0,BE33UT,Casablanca,2000GPT4587,003
7578479.0,2023-06-15,3149.0,BE14YU,Casablanca,2000GPT4118,010
7576866.0,2023-05-13,4323.0,BE32HP,Casablanca,2000GPT4118,010
7571853.0,2023-10-03,1616.0,BE96ZI,Rabat,2000GPT2564,004
7574307.0,2023-12-09,7577.0,BE73TD,Casablanca,065487956,010
7556457.0,2023-10-09,5545.0,BE27OA,Casablanca,2000GPT9898,009
7548815.0,2023-10-18,4141.0,BE42KZ,Agadir,2000GPT4118,015
7565826.0,2023-03-23,3971.0,BE64AW,Casablanca,2000GPT4118,006
7569391.0,2023-12-02,2266.0,BE15TW,Tanger,2000GPT2564,012
7553679.0,2023-03-11,3859.0,BE35GU,Marrakech,2000GPT4118,009
7569728.0,2023-02-22,3906.0,BE98PF,Marrakech,2000GPT4118,003
7560792.0,2023-10-01,1583.0,BE57EO,Rabat,2000GPT4587,011
7552059.0,2023-04-10,6327.0,BE24TC,Fes,2000GPT9898,011
7575944.0,2023-12-02,1516.0,BE73ZM,Agadir,2000GPT4587,009
7568539.0,2023-07-04,8235.0,BE16NS,Rabat,065487956,013
7560263.0,2023-06-27,983.0,BE54VO,Casablanca,2000GPT4587,008
7575623.0,2023-02-02,1020.0,BE07MV,Rabat,2000GPT4587,007
7552343.0,2023-07-01,1806.0,BE88XU,Casablanca,2000GPT2564,012
7564845.0,2023-12-24,1181.0,BE45OF,Casablanca,2000GPT4587,007
7554779.0,2023-09-06,4472.0,BE55ZB,Casablanca,2000GPT4118,009
7555640.0,2023-02-28,9344.0,BE60JF,Marrakech,065487956,008
7552007.0,2023-04-29,3918.0,BE87MV,Rabat,2000GPT4118,008
7571914.0,2023-05-03,4911.0,BE34BP,Fes,2000GPT4118,015
7550016.0,2023-03-27,1990.0,BE90XK,Rabat,2000GPT2564,003
7549915.0,2023-09-19,5570.0,BE64FD,Casablanca,2000GPT9898,004
7553451.0,2023-07-30,9180.0,BE29QA,Casablanca,065487956,008
7574395.0,2023-08-05,2186.0,BE27AD,Tanger,2000GPT2564,011
7567053.0,2023-12-19,9062.0,BE19UD,Agadir,065487956,003
7565950.0,2023-07-16,3825.0,BE42OV,Casablanca,2000GPT4118,003
7569469.0,2023-11-05,4639.0,BE84KS,Casablanca,2000GPT4118,003
7556993.0,2023-12-28,3228.0,BE11RZ,Casablanca,2000GPT4118,001
7569726.0,2023-06-23,7789.0,BE90UT,Tanger,065487956,008
7574838.0,2023-02-21,3171.0,BE53LR,Khouribga,2000GPT4118,001
7567117.0,2023-10-25,7148.0,BE11QP,Casablanca,065487956,001
7566858.0,2023-03-05,2368.0,BE49NQ,Khouribga,2000GPT2564,008
7576342.0,2023-10-07,637.0,BE76FN,Fes,2000GPT4587,005
7577681.0,2023-10-20,7699.0,BE65DV,Marrakech,065487956,008
7560946.0,2023-04-26,3547.0,BE51QV,Fes,2000GPT4118,008
7571831.0,2023-03-28,8840.0,BE96BV,Fes,065487956,010
7561801.0,2023-08-25,4623.0,BE84FD,Marrakech,2000GPT4118,006
7567818.0,2023-01-04,1465.0,BE27HD,Marrakech,2000GPT4587,010
7573011.0,2023-10-23,9977.0,BE62IR,Rabat,065487956,012
7577337.0,2023-10-31,2645.0,BE43GT,Casablanca,2000GPT2564,006
7558059.0,2023-01-24,6366.0,BE35AW,Rabat,2000GPT9898,003
7572372.0,2023-01-07,8008.0,BE77CJ,Tanger,065487956,011
7559288.0,2023-06-02,1250.0,BE70JL,Casablanca,2000GPT4587,005
7573897.0,2023-11-08,10118.0,BE67OT,Marrakech,065487956,013
7565878.0,2023-11-12,4044.0,BE76TI,Casablanca,2000GPT4118,009
7574281.0,2023-05-05,5115.0,BE38VO,Casablanca,2000GPT4118,012
7575163.0,2023-08-27,6053.0,BE26SS,Casablanca,2000GPT9898,001
7569589.0,2023-12-04,4726.0,BE10YB,Casablanca,2000GPT4118,012
7572327.0,2023-06-09,7869.0,BE98AK,Casablanca,065487956,011
7558011.0,2023-11-27,1827.0,BE79CJ,Casablanca,2000GPT2564,001
7573195.0,2023-10-15,1719.0,BE48MS,Casablanca,2000GPT2564,001
7549581.0,2023-09-26,1700.0,BE28IT,Marrakech,2000GPT2564,001
7565659.0,2023-12-07,7147.0,BE00UB,Casablanca,065487956,012
7564654.0,2023-04-12,6116.0,BE71TH,Marrakech,2000GPT9898,012
7569824.0,2023-11-06,1281.0,BE78QR,Marrakech,2000GPT4587,007
7557487.0,2023-05-19,5313.0,BE30PV,Fes,2000GPT9898,006
7556904.0,2023-12-05,9009.0,BE40ON,Marrakech,065487956,006
7576527.0,2023-02-10,5177.0,BE43AA,Casablanca,2000GPT9898,002
7552945.0,2023-09-11,3839.0,BE61TA,Marrakech,2000GPT4118,010
7577680.0,2023-12-01,4229.0,BE23ZG,Agadir,2000GPT4118,004
7567728.0,2023-03-01,1064.0,BE56JA,Casablanca,2000GPT4587,012
7555562.0,2023-08-07,9749.0,BE17AB,Casablanca,065487956,013
7550915.0,2023-09-18,3926.0,BE18FO,Casablanca,2000GPT4118,007
7554621.0,2023-09-11,6298.0,BE71GA,Casablanca,2000GPT9898,008
7562780.0,2023-09-19,645.0,BE34GU,Rabat,2000GPT4587,012
7556035.0,2023-12-01,7824.0,BE22WP,Casablanca,065487956,008
7570835.0,2023-11-05,8626.0,BE86ZG,Khouribga,065487956,008
7558659.0,2023-10-21,7114.0,BE53YI,Fes,2000GPT9898,012
7575601.0,2023-08-19,4647.0,BE54OQ,Fes,2000GPT4118,006
7578631.0,2023-11-28,1522.0,BE49SX,Marrakech,2000GPT4587,006
7554773.0,2023-01-21,1465.0,BE31FF,Casablanca,2000GPT4587,001
7570805.0,2023-10-29,9540.0,BE38CC,Casablanca,065487956,005
7563755.0,2023-10-10,1643.0,BE11PW,Casablanca,2000GPT4587,015
7564541.0,2023-06-03,8474.0,BE48UR,Casablanca,065487956,003
7570478.0,2023-12-13,706.0,BE97LN,Casablanca,2000GPT4587,004
7556560.0,2023-03-17,3853.0,BE95HE,Khouribga,2000GPT4118,012
7551471.0,2023-04-02,3021.0,BE21YY,Fes,2000GPT2564,003
7568828.0,2023-02-12,9375.0,BE54XP,Casablanca,065487956,001
7557429.0,2023-12-08,6878.0,BE90UG,Rabat,2000GPT9898,009
7566299.0,2023-11-20,630.0,BE21OQ,Khouribga,2000GPT4587,003
7577866.0,2023-01-01,8502.0,BE05NZ,Marrakech,065487956,009
7556331.0,2023-09-01,9706.0,BE66JC,Casablanca,065487956,008
7565947.0,2023-10-03,4524.0,BE06YZ,Casablanca,2000GPT4118,003
7553445.0,2023-06-17,2373.0,BE20KE,Casablanca,2000GPT2564,015
7553540.0,2023-04-22,4532.0,BE29OC,Casablanca,2000GPT4118,011
7551121.0,2023-01-15,8059.0,BE36EV,Casablanca,065487956,006
7556637.0,2023-02-04,8446.0,BE99EI,Casablanca,065487956,013
7576545.0,2023-12-23,3537.0,BE99LS,Fes,2000GPT4118,008
7560838.0,2023-12-21,3234.0,BE59PZ,Casablanca,2000GPT4118,012
7556431.0,2023-05-19,9805.0,BE25OO,Marrakech,065487956,005
7567593.0,2023-05-14,6314.0,BE68XO,Casablanca,2000GPT9898,004
7560718.0,2023-02-24,4786.0,BE11YR,Casablanca,2000GPT4118,015
7570902.0,2023-05-19,4615.0,BE25DW,Casablanca,2000GPT4118,009
7575298.0,2023-06-09,4153.0,BE26DC,Rabat,2000GPT4118,012
7548909.0,2023-10-24,9501.0,BE91FG,Fes,065487956,008
7570725.0,2023-04-09,6516.0,BE71WD,Rabat,2000GPT9898,007
7567231.0,2023-02-16,1197.0,BE88VW,Casablanca,2000GPT4587,008
7553054.0,2023-09-22,4843.0,BE04RC,Casablanca,2000GPT4118,006
7548711.0,2023-09-23,7880.0,BE79NY,Rabat,065487956,004
7563515.0,2023-03-30,1345.0,BE61OW,Tanger,2000GPT4587,011
7572301.0,2023-12-08,8038.0,BE15MC,Casablanca,065487956,009
7551710.0,2023-08-29,4060.0,BE29JJ,Casablanca,2000GPT4118,004
7554641.0,2023-01-08,1256.0,BE07EC,Rabat,2000GPT4587,006
7550818.0,2023-03-16,799.0,BE99VT,Rabat,2000GPT4587,011
7573826.0,2023-03-29,5163.0,BE03KF,Fes,2000GPT9898,009
7577595.0,2023-09-01,985.0,BE17FH,Fes,2000GPT4587,012
7552060.0,2023-07-13,838.0,BE49QJ,Casablanca,2000GPT4587,006
7571169.0,2023-08-31,8233.0,BE20MH,Marrakech,065487956,014
7556251.0,2023-09-10,4622.0,BE42EW,Rabat,2000GPT4118,015
7571104.0,2023-01-06,5219.0,BE89LH,Casablanca,2000GPT9898,015
7549346.0,2023-07-22,1573.0,BE18PO,Casablanca,2000GPT4587,012
7568966.0,2023-11-16,871.0,BE14GG,Fes,2000GPT4587,012
7565903.0,2023-02-19,3250.0,BE00MV,Casablanca,2000GPT4118,008
7574723.0,2023-05-03,1129.0,BE01VN,Casablanca,2000GPT4587,004
7557066.0,2023-05-03,4521.0,BE91ZN,Casablanca,2000GPT4118,008
7552777.0,2023-11-21,3118.0,BE19MM,Marrakech,2000GPT2564,012
7558391.0,2023-01-21,8517.0,BE47YL,Casablanca,065487956,005
7556472.0,2023-01-08,6541.0,BE41AS,Rabat,2000GPT9898,008
7555260.0,2023-06-05,8606.0,BE82NT,Casablanca,065487956,012
7572348.0,2023-04-08,1212.0,BE58WZ,Fes,2000GPT4587,011
7554961.0,2023-02-26,7139.0,BE13HR,Casablanca,065487956,003
7563840.0,2023-08-15,3656.0,BE85AH,Casablanca,2000GPT4118,008
7575764.0,2023-12-03,1436.0,BE98BA,Casablanca,2000GPT4587,003
7563872.0,2023-05-11,8936.0,BE14DG,Tanger,065487956,003
7578102.0,2023-04-02,718.0,BE23VA,Casablanca,2000GPT4587,003
7551418.0,2023-10-08,7342.0,BE88UJ,Fes,065487956,004
7569352.0,2023-06-13,766.0,BE00BY,Fes,2000GPT4587,012
7559611.0,2023-11-23,818.0,BE64EN,Casablanca,2000GPT4587,011
7568684.0,2023-12-24,1102.0,BE90JQ,Rabat,2000GPT4587,009
7556246.0,2023-06-16,4590.0,BE61JK,Agadir,2000GPT4118,008
7549390.0,2023-11-19,3667.0,BE02QT,Rabat,2000GPT4118,008
7560150.0,2023-08-21,1238.0,BE21VS,Fes,2000GPT4587,010
7571499.0,2023-12-12,9137.0,BE52DY,Casablanca,065487956,001
7575892.0,2023-05-22,3866.0,BE81WP,Casablanca,2000GPT4118,014
7548824.0,2023-12-31,5245.0,BE77PY,Casablanca,2000GPT9898,008
7551389.0,2023-12-21,8803.0,BE42BP,Rabat,065487956,001
7551786.0,2023-06-26,8857.0,BE29XC,Fes,065487956,006
7563167.0,2023-06-27,863.0,BE09IE,Fes,2000GPT4587,007
7555928.0,2023-03-20,1954.0,BE76BU,Fes,2000GPT2564,003
7573021.0,2023-04-22,4420.0,BE62NK,Casablanca,2000GPT4118,002
7559916.0,2023-01-20,7298.0,BE60QC,Tanger,065487956,003
7576885.0,2023-09-30,4270.0,BE55IC,Casablanca,2000GPT4118,006
7573981.0,2023-10-02,9908.0,BE65BO,Casablanca,065487956,001
7562082.0,2023-09-24,631.0,BE33RX,Fes,2000GPT4587,003
7570926.0,2023-08-24,9166.0,BE09KH,Casablanca,065487956,001
7558277.0,2023-04-06,1585.0,BE66FB,Fes,2000GPT2564,007
7570079.0,2023-04-12,730.0,BE36MZ,Casablanca,2000GPT4587,005
7565062.0,2023-11-09,7203.0,BE02KN,Fes,065487956,004
7572237.0,2023-05-07,4631.0,BE61BB,Fes,2000GPT4118,004
7567563.0,2023-11-16,1327.0,BE86GT,Tanger,2000GPT4587,008
7551819.0,2023-04-10,4010.0,BE15IA,Marrakech,2000GPT4118,003
7568090.0,2023-12-17,996.0,BE76SZ,Tanger,2000GPT4587,008
7549783.0,2023-06-04,2582.0,BE25AR,Rabat,2000GPT2564,003
7553443.0,2023-04-19,8008.0,BE95GM,Casablanca,065487956,004
7556565.0,2023-12-01,3675.0,BE41YO,Marrakech,2000GPT4118,008
7569044.0,2023-01-16,2813.0,BE16WE,Casablanca,2000GPT2564,008
7563295.0,2023-12-03,1432.0,BE48GC,Casablanca,2000GPT4587,008
7571415.0,2023-05-15,1385.0,BE27UO,Rabat,2000GPT4587,014
7561594.0,2023-12-08,8825.0,BE28PV,Rabat,065487956,006
7577651.0,2023-06-06,9664.0,BE85CW,Casablanca,065487956,011
7578463.0,2023-02-02,972.0,BE75QS,Casablanca,2000GPT4587,012
7566550.0,2023-05-02,6545.0,BE10WW,Casablanca,2000GPT9898,012
7566756.0,2023-06-03,3380.0,BE57CG,Tanger,2000GPT4118,009
7569319.0,2023-06-10,4480.0,BE86TO,Tanger,2000GPT4118,008
7571852.0,2023-10-30,9072.0,BE00HB,Tanger,065487956,001
7577612.0,2023-10-08,4870.0,BE50BU,Casablanca,2000GPT4118,004
7554725.0,2023-03-07,8586.0,BE84GN,Rabat,065487956,009
7561898.0,2023-02-17,9399.0,BE88OU,Fes,065487956,007
7575138.0,2023-04-08,9672.0,BE57IF,Marrakech,065487956,002
7559835.0,2023-04-06,7062.0,BE37AW,Marrakech,065487956,005
7572210.0,2023-04-01,9561.0,BE32OV,Fes,065487956,008
7550131.0,2023-03-21,912.0,BE25TW,Casablanca,2000GPT4587,008
7549321.0,2023-11-23,1463.0,BE37RY,Casablanca,2000GPT4587,001
7573176.0,2023-05-24,4661.0,BE73TQ,Fes,2000GPT4118,008
7563814.0,2023-07-07,3417.0,BE10SQ,Casablanca,2000GPT4118,003
7570306.0,2023-03-19,3451.0,BE22LB,Casablanca,2000GPT4118,008
7551935.0,2023-05-31,4596.0,BE51RO,Casablanca,2000GPT4118,010
7557205.0,2023-07-24,1329.0,BE85GB,Casablanca,2000GPT4587,008
7567271.0,2023-12-21,4911.0,BE47YM,Tanger,2000GPT4118,008
7566385.0,2023-10-15,6582.0,BE19VL,Casablanca,2000GPT9898,012
7565538.0,2023-11-01,874.0,BE15IK,Agadir,2000GPT4587,006
7553592.0,2023-10-17,7698.0,BE60RX,Khouribga,065487956,001
7565111.0,2023-10-01,7868.0,BE29LR,Casablanca,065487956,004
7576837.0,2023-01-11,6394.0,BE07HQ,Casablanca,2000GPT9898,010
7565457.0,2023-11-24,3560.0,BE17LY,Casablanca,2000GPT4118,002
7554747.0,2023-04-01,7792.0,BE96IW,Casablanca,065487956,013
7551374.0,2023-01-13,4627.0,BE27EM,Casablanca,2000GPT4118,014
